tradition_winner_match,tradition_winner_general,tradition_pointsdiff_match,tradition_pointsdiff_general,tradition_Ediff_match,tradition_Ediff_general,tradition_winner_last_match,tradition_pointsdiff_last_match,tradition_Ediff_between_last_match,pi_ratings,elo,pagerank,history_winner,history_pointsdiff,history_pointsdiff_sd,history_Ediff,history_Ediff_sd,history_FIC,history_Performance_Index,history_Game_Score,history_Drtg,history_Ortg,history_Play,history_Points,history_TS,history_EFG,history_FIC_sd,history_Performance_Index_sd,history_Game_Score_sd,history_Drtg_sd,history_Ortg_sd,history_Play_sd,history_Points_sd,history_TS_sd,history_EFG_sd,history_FIC_received,history_Performance_Index_received,history_Game_Score_received,history_Play_received,history_Points_received,history_TS_received,history_EFG_received,history_FIC_received_sd,history_Performance_Index_received_sd,history_Game_Score_received_sd,history_Play_received_sd,history_Points_received_sd,history_TS_received_sd,history_EFG_received_sd,Current_form_pi_ratings,Current_form_elo,Current_form_pagerank,Current_form_winner,Current_form_pointsdiff,Current_form_pointsdiff_sd,Current_form_EDiff,Current_form_EDiff_sd,Current_form_FIC,Current_form_Performance_Index,Current_form_Game_Score,Current_form_Drtg,Current_form_Ortg,Current_form_Play,Current_form_Points,Current_form_TS,Current_form_EFG,Current_form_FIC_sd,Current_form_Performance_Index_sd,Current_form_Game_Score_sd,Current_form_Drtg_sd,Current_form_Ortg_sd,Current_form_Play_sd,Current_form_Points_sd,Current_form_TS_sd,Current_form_EFG_sd,Current_form_FIC_received,Current_form_Performance_Index_received,Current_form_Game_Score_received,Current_form_Play_received,Current_form_Points_received,Current_form_TS_received,Current_form_EFG_received,Current_form_FIC_received_sd,Current_form_Performance_Index_received_sd,Current_form_Game_Score_received_sd,Current_form_Play_received_sd,Current_form_Points_received_sd,Current_form_TS_received_sd,Current_form_EFG_received_sd,Tournament_Points_difference,Tournament_Points_difference_sd,Tournament_EDiff,Tournament_EDiff_sd,Tournament_FIC,Tournament_Performance_Index,Tournament_Game_Score,Tournament_Drtg,Tournament_Play,Tournament_TS,Tournament_EFG,Tournament_FIC_sd,Tournament_Performance_Index_sd,Tournament_Game_Score_sd,Tournament_Drtg_sd,Tournament_Play_sd,Tournament_Points_sd,Tournament_TS_sd,Tournament_EFG_sd,Tournament_home_winner,Regular Season,Team Result
1.0,0.0,3.0,-3.0,-9.55454746315408,-16.175529789036773,1.0,3.0,-9.55454746315408,1.5045948034744892,-79438.03535798145,0.026480228668455168,0.059740259740259705,-0.7802287581699345,-3.0591521586555874,-7.440143913915457,-2.4311292568937173,-7.2697610294117645,-13.022058823529406,-6.022896241830061,4.1270116618395605,-3.3131322520758744,-1.2107422806022257,-0.2520424836601194,-2.4603634162010977,-1.4172881739768144,-2.2102965593049877,3.350308033953656,-1.9527500731913179,-0.4409358478301346,0.6563666775927839,-1.6957851219011753,-0.9163318205870787,0.02851498877126879,-1.2980196531810728,4.673713235294123,9.345179738562095,3.3440155228758215,0.3895484921062007,0.5281862745098067,1.0414302843733836,-1.0919556265725348,-2.7113381528687874,-2.4744138848228197,-2.6211371350613426,-0.35745689999047237,-1.379658700547779,-0.022403075608801615,-1.184309149741841,9.908200527506583,37122.17894363633,0.011697916666666669,-0.09999999999999998,-0.36666666666666625,-5.226285885842284,-1.6042167411332846,-0.713699832093436,-9.985416666666673,-14.183333333333337,-9.357500000000002,0.6702757162302788,-0.9339410249030067,-2.4133236711444894,-3.424999999999997,-2.3334347954031998,-3.929890188363828,-6.129347920526296,7.245909354182757,-5.856833709928157,-1.1403887678358622,-0.29413873085912456,-4.727827559544598,-1.4090877479443211,-0.044050725642489574,-4.486668874419934,-1.4895833333333357,6.566666666666663,-1.3599999999999994,-1.1941604802618997,-3.058333333333337,1.894915457622723,-1.461021655795392,1.0598398823493973,5.216256171780373,0.26235737320323693,-0.01820204918880375,0.12205937264028677,2.6030380691980293,0.02862389195815851,5.322884012539185,13.224815534231341,6.747101705506197,16.13594656188907,9.930250783699059,16.11912225705329,9.911285266457654,-6.747101705506253,2.579834273629565,2.0802450280743585,1.863012911971751,0.022113929771741425,-0.665009961512709,-0.09493996936068783,0.06932331980639184,0.022489300389953115,-0.2659757644626044,-0.09147821465930317,0.0720510684606932,0.6677115987460815,1,1
1.0,0.0,26.0,11.0,31.981365335229142,12.964179277954546,1.0,26.0,31.981365335229142,-0.05055724300125708,-28130.087979066997,-0.07680258437619306,-0.09090909090909088,0.7702205882352944,-1.8363701990446728,1.1001734606601135,-3.595353283740284,2.224034926470587,4.529411764705891,1.3452205882352928,0.8424085850817704,1.9425820457418865,-0.10672306707206758,2.57352941176471,0.6556459376234756,-0.2266586941744393,0.44822061703116667,-2.9820939128171915,0.640610849072397,0.6813316991649767,1.0668763589287487,1.3992774646581596,1.346785971715672,-0.7259792717481108,0.15756310902839843,2.097196691176471,1.731617647058826,2.4610294117646987,0.9194336364804485,1.8033088235294201,-1.0845809520935532,-0.9527489062943388,-2.1391114563642404,4.4848110079155,-0.6855046423428988,-0.9734717660131977,0.8498185255908624,-0.12776051622902518,-1.2321023457738445,9.029621034060037,-13569.027115846206,0.01010416666666667,-0.3,-7.791666666666667,2.8065696297254057,-7.399932606025429,-0.39410115434577797,-7.984375,-4.375,-8.675,5.499612315295934,-1.9003202907295105,-3.8056859966982373,-0.9166666666666572,-3.1596106214172863,-5.375731246298287,0.914541612727259,0.6503906297912643,3.3629338583862367,-0.36887239580478415,2.6399469967371054,2.5888571258637914,5.484213280530014,-0.4648919733651642,0.6051843089694771,7.921875,11.875,10.708333333333336,5.18871558959404,6.875,2.36635791233347,5.407315098712957,2.043859740192268,5.202990418037338,2.002948191758298,-0.5914897430863011,2.5551463540221198,-0.48321844844107087,-1.538690574462863,5.322884012539185,13.224815534231341,6.747101705506197,16.13594656188907,9.930250783699059,16.11912225705329,9.911285266457654,-6.747101705506253,2.579834273629565,2.0802450280743585,1.863012911971751,0.022113929771741425,-0.665009961512709,-0.09493996936068783,0.06932331980639184,0.022489300389953115,-0.2659757644626044,-0.09147821465930317,0.0720510684606932,0.6677115987460815,1,1
1.0,1.0,1.0,3.0,2.722733129745052,3.8403743131531343,1.0,1.0,2.722733129745052,2.8274839005711954,126395.34823961683,0.018005640327139298,0.2112554112554112,6.119893790849673,0.20558647769705019,8.448007328352467,-1.1727862178437771,8.588133169934643,14.153799019607831,10.5077410130719,1.6277510592300644,10.075758387582539,3.49957877965776,7.549428104575156,1.894122739872273,1.4911702595833063,-0.8823418174287099,0.19074041351025173,-0.9834529527691966,-3.3437512193503505,0.39282824648085857,-0.31876269588701067,-0.3675598435903922,-0.6050102805913689,-0.9734469950080467,-0.9456188725490193,-1.0408496732026151,0.6456290849673252,0.13691177091043727,1.4295343137254832,1.7678936322826004,1.6080280861314904,-2.38641311391196,-1.7689588631898658,-3.2226723073827284,-1.1810079410613454,-1.2015609630444857,-1.693499295030204,-1.6559286795392865,9.97759931060621,-54705.84587359042,0.049339903989123704,0.4,15.725,3.201896793250853,15.830917700602237,2.680347467388483,9.542708333333337,15.033333333333346,12.100833333333323,-5.659042817502268,10.171874883099974,5.270960531887923,9.424999999999997,1.8254949559554845,4.042755697036689,-5.90980802884089,-1.8673159846539722,-7.093938991122311,1.6580253788388628,-3.7365793334927044,-0.9370972713891961,-2.3140693363938514,-2.5815306826578355,-0.7319455650434916,-11.313541666666673,-13.808333333333337,-11.239999999999988,-3.6202905222433515,-6.299999999999997,-1.8761704959168384,-2.9171209750707945,-1.2393424205912904,3.575110621205301,-1.5812880314100681,1.0631452621446922,0.7759774888506836,-0.9228550711186063,-1.6511064814874565,5.322884012539185,13.224815534231341,6.747101705506197,16.13594656188907,9.930250783699059,16.11912225705329,9.911285266457654,-6.747101705506253,2.579834273629565,2.0802450280743585,1.863012911971751,0.022113929771741425,-0.665009961512709,-0.09493996936068783,0.06932331980639184,0.022489300389953115,-0.2659757644626044,-0.09147821465930317,0.0720510684606932,0.6677115987460815,1,1
-1.0,-1.0,-10.0,-34.0,-19.263447112791525,-60.40295354882161,-1.0,-10.0,-19.263447112791525,-0.5221117790081453,-57951.40361522544,-0.017516344608189106,-0.20625000000000004,-4.38125,5.613226142247793,-10.661300422608244,5.074699429279811,-7.962499999999999,-10.081249999999997,-7.005000000000003,4.190230466460719,-6.471069956147517,-2.1638478106719248,-2.3937500000000114,-1.0862923467549308,-0.845964280595048,4.494079907139772,2.3623179116165787,4.007004056208542,1.48302715965524,2.9628950380670744,1.846634441295011,2.14357410021484,-0.810597243111415,0.051796901218071234,3.6898437500000014,11.71875,3.7650000000000006,1.0322016307185748,1.9874999999999972,3.196467738925662,1.594586700217313,0.6620059059820385,0.5824473954037259,-0.07432915893829595,0.8374129582547161,-1.9218992261041947,0.7653632169328883,1.6408423945702317,10.42306408182567,31672.97836521861,0.08513680657697398,0.09999999999999998,4.791666666666668,4.9397707808086455,-1.0582842783664859,6.242903069853073,-1.0458333333333272,-1.2249999999999943,0.6149999999999949,0.7949173221910542,-0.2633669561754459,0.9031764232488797,1.7916666666666572,2.9687468894079245,3.995311307602414,10.609915978508134,9.145177212642867,10.039378155239017,-1.4131979155118977,5.774257609904103,3.603261941338145,4.789018119694658,1.4413563304918506,2.5954826646025486,-1.9468750000000057,-2.825000000000003,-2.110833333333332,0.7633256643467519,-3.0,0.6877768654454641,0.25215574855342027,-4.249444634156498,-8.956680333976491,-6.614350381572416,-3.1625752830095095,-5.636927859379886,-2.149521193716196,-4.1723561468659,5.5,13.276391776998455,6.9167382840916,16.19404069532591,10.089622641509436,16.45597484276729,10.095911949685501,-6.91673828409165,2.673950705748645,2.175065124819973,1.9967604538081858,-0.12553465913868678,-0.6600928087220375,-0.2212483382450081,0.0641630082044955,0.005221206361776254,-0.31621163355033666,-0.06889436682659689,0.083337014568027,0.6761006289308176,1,0
1.0,0.0,10.0,-25.0,9.47850917683023,-35.57580504126777,1.0,10.0,9.47850917683023,0.09485006782423583,10635.583499993174,-0.016283150675502938,-0.17748917748917747,-8.981617647058822,-3.442715929247653,-7.227831779898822,-1.3813590757034433,-5.7754799836601265,-7.950367647058812,-7.001919934640526,4.978179831493463,-2.249651948405372,-2.220491364000047,-9.970588235294116,-1.947034599255744,-3.755322891020029,-1.898290336727701,1.1149942619952071,-1.3064979745123075,-1.7515007293082352,2.6862598456662212,0.5386399050541604,-0.8635978142746836,0.8914664227156619,-0.14287419291016334,2.7315921160130685,1.4861111111111143,2.5810049019607817,2.93151874780348,-0.9889705882352899,2.6475587768974123,3.816920778892893,-4.025740256180594,-5.570887178842657,-3.93305071893859,-0.12048764257395383,-1.1489578552817932,-0.8348906426446776,-0.053400940354004334,10.239673224043777,-16033.056431868708,0.008333333333333335,-0.09999999999999998,-4.958333333333334,-2.383513347450089,-6.7063995730750925,-3.8871226511112784,-2.758333333333333,-2.1083333333333485,-3.6783333333333346,8.243666745867046,1.5372671727919425,-2.1080157247172693,-5.183333333333337,-1.3434378400915463,-4.471446260955702,-4.597872655747146,-11.110587627471304,-7.076957451154181,-5.5517413511180145,-5.839943993289659,-2.9595599321961705,-6.482987350073658,-2.7424462746841014,-3.470658051581008,2.6114583333333314,8.449999999999989,3.5883333333333383,4.034178318902903,-0.22499999999999432,4.5538323286792775,4.055513841653159,-2.7540498642553555,-6.875850530765465,-5.4804914082317016,0.00032291017319341364,-5.176751590559952,-1.6984346872128135,-1.3045576017723182,5.5,13.276391776998455,6.9167382840916,16.19404069532591,10.089622641509436,16.45597484276729,10.095911949685501,-6.91673828409165,2.673950705748645,2.175065124819973,1.9967604538081858,-0.12553465913868678,-0.6600928087220375,-0.2212483382450081,0.0641630082044955,0.005221206361776254,-0.31621163355033666,-0.06889436682659689,0.083337014568027,0.6761006289308176,1,0
1.0,1.0,23.0,59.0,27.078105750365864,62.02848660614649,1.0,23.0,27.078105750365864,3.4958421558360966,77683.4124488239,-0.008232505787310107,0.12896405919661735,10.193126114081997,0.4191910099347176,2.728118572023358,-0.4088152088980017,9.213291992933542,3.091903806977342,9.318045741023688,2.2703122345723585,4.998430806595707,4.171096372355343,5.792160045836525,1.9258391784740923,4.662189193711271,-1.559365728124007,-4.288093352511339,-2.290808600516254,2.0505929712502073,-2.374763217506416,-0.14020680726596257,-0.8122151063331007,-0.169028126195224,0.3719890323843078,-1.5434332824038712,0.9075948561242626,-2.054403806977348,-0.19596752036822807,-4.400966068245481,0.49679599096239,-1.7718235836297183,-0.3923521667505163,0.4558335697744198,0.9773102697890508,1.0442739307987479,2.1142820461252203,0.8192299976801882,0.704623200753371,10.181152073733156,32416.418680136838,0.04021788390507067,0.0,10.933333333333334,-3.079204687692629,-1.8044765200550072,-2.777712257322154,7.467708333333331,4.908333333333331,9.529166666666661,5.000428132580296,3.195951612525292,3.9670570470559667,8.508333333333354,2.65587059213572,6.387271203025925,-5.8514438930674295,-10.659614716874742,-7.568191271292429,4.1358469457944125,-6.414999350918528,-1.5904880440512974,-5.224329960912991,-1.232180069110366,0.486951104376093,-0.9072916666666657,2.6583333333333314,-1.399166666666666,0.4187250956418893,-2.4250000000000114,0.3177849592854898,-2.01454369961899,3.152775498104827,4.572572671751722,3.7415812780401065,3.2794975792026957,1.9938583665183476,2.1711669403956844,2.4777083191138356,5.5,13.276391776998455,6.9167382840916,16.19404069532591,10.089622641509436,16.45597484276729,10.095911949685501,-6.91673828409165,2.673950705748645,2.175065124819973,1.9967604538081858,-0.12553465913868678,-0.6600928087220375,-0.2212483382450081,0.0641630082044955,0.005221206361776254,-0.31621163355033666,-0.06889436682659689,0.083337014568027,0.6761006289308176,1,1
-1.0,-1.0,-1.0,-13.0,0.763097240391204,-10.192451424162854,-1.0,-1.0,0.763097240391204,-0.07895006886946121,40488.84326601418,-0.02475518454812404,-0.16785714285714282,-1.74734477124183,-0.7282316983797283,-2.1020082883349853,-1.510704848886503,-0.5555810866013076,-4.745710784313729,-2.898100490196086,-2.942541750169454,-5.04455003850444,-0.9899437493999557,-2.65910947712419,-1.1785836426751146,-0.7438603888782609,0.4355255379353924,-0.4748826640460848,0.5753739806192009,2.48648502360631,0.004220620615443593,0.34208970811649664,0.8952105281345268,0.04397727371761473,0.43859601887747157,2.042330473856211,1.6119281045751563,0.3143382352941231,-0.5975108611377209,-0.9117647058823479,-2.0367506440560845,-1.532271200377906,-1.5156753729261787,-0.06229580542142088,-0.47533225461392625,-0.22329015873525382,0.9448602856997468,0.5567951863956715,-0.22717980965224704,10.251165709446873,32504.616604583836,0.04360376897520632,0.2,9.366666666666665,-0.0484385389086075,10.271860001769923,3.5512412570196386,9.748958333333327,12.75,8.820000000000007,-3.956548662211361,6.315311339558562,4.099259600698154,4.150000000000006,4.501290404735002,4.684876383681711,-1.5191585106995387,-6.4902387227756755,-3.195226872734377,7.142719589325765,1.1832893373509172,-0.5593710288251144,-2.16809311391669,-0.01102936731338211,-1.0192244312991061,-3.6312500000000014,-2.4083333333333456,-5.215833333333336,-2.5559859190854013,-5.216666666666654,-2.7114918137204143,-4.946419100027839,-6.041797479856596,-0.7885400383284527,-2.8214276743417983,0.39836563564128546,2.116243069040241,2.7838374640512744,1.344908340861675,5.5,13.276391776998455,6.9167382840916,16.19404069532591,10.089622641509436,16.45597484276729,10.095911949685501,-6.91673828409165,2.673950705748645,2.175065124819973,1.9967604538081858,-0.12553465913868678,-0.6600928087220375,-0.2212483382450081,0.0641630082044955,0.005221206361776254,-0.31621163355033666,-0.06889436682659689,0.083337014568027,0.6761006289308176,1,0
0.3333333333333333,0.6666666666666667,8.333333333333334,15.333333333333334,7.587429999284637,13.465842295370587,-1.0,-4.0,-19.74581091166345,2.387024748926862,29580.78860083931,0.030574043111506702,0.24542124542124544,4.53609022556391,-1.6369601786291437,4.324021178866767,-0.4286630505795266,6.003532268170417,8.48621553884712,5.564367167919812,-3.2943744747210246,1.0296467041457475,1.0943218670684658,4.118922305764414,0.947624046422959,1.2801608745286899,-2.65735592102269,-6.937274397882703,-4.672793210538199,-2.236698918072193,-0.89870653665443,-0.7296901404539442,-3.2436944115527844,-1.515635049449089,-1.8246482436452327,-1.4405545112781972,-7.461152882205511,-2.7260275689223192,-0.6661060019962761,-0.4171679197994962,-2.3643934292783015,-1.847329350752993,-1.0896532636689518,-1.2389410842215796,-2.000215057858968,-0.5268994348798763,-2.2919860651582393,-0.4402266066296905,-0.18213692310481377,11.335958020084178,28435.60077846344,0.2645435767810142,0.30000000000000004,5.541666666666666,1.286398474662093,2.960535360840778,4.081209395608177,9.864583333333329,17.0,11.00833333333334,1.6335659880160733,4.594101348856853,2.2113177750563864,8.291666666666686,1.7508163219489106,2.9443494950444133,-2.252242376840326,-1.6679465125783857,-3.810316681920364,0.5937446947843164,1.7202497672157415,2.6252853834519323,-2.676313538822807,2.4243471522769395,3.5036632145306807,4.057291666666664,-6.375,3.920833333333327,4.749681979792243,2.75,2.1981627848368106,5.80149057317626,0.7633655965566124,-2.848210808128126,-0.611539359552058,1.6879043127826168,-1.5499046078526657,0.67399475831931,1.946160684278226,5.5,13.276391776998455,6.9167382840916,16.19404069532591,10.089622641509436,16.45597484276729,10.095911949685501,-6.91673828409165,2.673950705748645,2.175065124819973,1.9967604538081858,-0.12553465913868678,-0.6600928087220375,-0.2212483382450081,0.0641630082044955,0.005221206361776254,-0.31621163355033666,-0.06889436682659689,0.083337014568027,0.6761006289308176,1,0
1.0,0.0,11.0,-15.0,19.17090039755334,-17.09063643065832,1.0,11.0,19.17090039755334,1.8448689979180317,53157.05533270995,-0.010555736238054888,0.049242424242424254,2.8455882352941178,-0.18293526361873447,-2.6736053111161087,0.5986814286572297,-1.6408547794117645,-3.544117647058826,-0.9191176470588331,0.2892605984908698,-2.38434471262525,-0.07895008593670383,-2.125,-1.3092945340487603,0.5043787891662603,2.293399943305481,4.4968045417832485,2.726289066365009,-1.3178564452585029,-0.8523460768047286,0.051005215009634064,1.937594732175267,-0.4085521469871978,0.26572201354005553,-1.658777573529413,-3.448529411764696,-3.1704044117647214,0.5406500062329798,-4.970588235294116,0.7852532952993414,1.5837953149434938,-1.084707932743596,-1.9205555305320665,-1.8589951095572843,-1.6615379419177776,-1.9774968084696098,-0.5620957311253942,-2.243704975751344,9.807007153718757,-26841.872518275093,0.045395216279525016,-0.09999999999999998,-3.183333333333333,-0.20736444698840018,-11.588660061847625,3.6731261357547496,-5.159374999999997,-8.833333333333343,-4.377499999999998,4.398788487252631,-7.189871574594974,-2.6395257069282536,-4.241666666666646,-3.0465571106316034,-1.9057616062120317,1.7131276027057467,8.925539284011187,1.9869256394505008,-1.5326493939469508,-2.6436949757399315,-1.187185884573248,0.959774895838212,-1.0730337377501762,-0.48353585439996927,3.847916666666663,5.474999999999994,2.5591666666666555,2.7963903939204187,-1.0583333333333371,2.266770526660153,4.502981923408477,-0.3300153336670526,-0.9264938219102348,-2.5337935224155714,-3.153037007019467,-5.24080324663365,-2.0456440736066774,-4.816719820525245,5.5,13.276391776998455,6.9167382840916,16.19404069532591,10.089622641509436,16.45597484276729,10.095911949685501,-6.91673828409165,2.673950705748645,2.175065124819973,1.9967604538081858,-0.12553465913868678,-0.6600928087220375,-0.2212483382450081,0.0641630082044955,0.005221206361776254,-0.31621163355033666,-0.06889436682659689,0.083337014568027,0.6761006289308176,1,1
1.0,0.0,11.0,-5.0,9.688061803969305,11.694805360308465,1.0,11.0,9.688061803969305,-2.8483411501134768,-40504.1639067075,-0.0463924159953489,-0.3107822410147991,-14.182168321874205,-0.1869786001778806,-8.43117455902874,-0.9375620902900188,-11.687230431945501,-10.990371148459388,-12.742804621848741,0.8736282050872575,-7.557546353941461,-5.690483330600294,-7.986790170613688,-3.4457980621211846,-6.4315106148292855,0.7944668433784905,2.7414632251356963,0.20886070524222156,-5.871308254462498,1.3195637800223974,-0.362952476351202,-1.0819987947888876,-0.28394719202952423,-1.2286861683185837,3.9122401801629785,7.293616310160431,5.037213521772351,-0.1616300935775854,6.195378151260513,0.10101974067344344,0.37783981733903715,-1.765957219642253,-6.386068309740203,-4.295234846687077,-1.236893762861123,-4.665273041873181,-2.2838041981952903,-1.1256144720099996,10.041354955778134,-90445.60074714238,0.061512283414559964,0.0,-6.699999999999999,3.3264464766073907,6.475545330914102,3.872902665340698,-4.512500000000003,-5.299999999999997,-7.799999999999997,-7.711024192087919,-1.2354788611738172,-2.6231374893515778,-6.599999999999994,-1.0418593791012825,-3.937205656360902,2.32385603555252,-0.3554042038016689,2.192116752756208,1.6970589434587957,4.190974052236502,1.3808198700139842,1.8179878908208877,-0.9768381780705182,-1.8584188270279167,-3.3500000000000014,-5.699999999999989,-2.1299999999999883,-3.9901557267649608,0.10000000000000853,-3.1215403481565573,-3.8224360931996415,4.2486734477034815,7.734808825370585,3.603323145064694,0.5549938558406708,1.8595862773500578,0.8243337571093532,0.6312911009586308,5.531446540880503,13.421936603346367,7.051043499941183,16.307210292023605,10.131682389937104,16.40251572327044,10.125786163521987,-7.05104349994123,2.7372933766953196,2.1726103118102316,2.0186081035592878,-0.02857792181464447,-0.3405198155786593,-0.09483519008755081,-0.031022463674394984,0.08209228619000264,-0.22716582387012352,0.019903767540760953,0.20198899103333368,0.6729559748427673,1,0
